Weekday,quarter,StoreLocation,Sales,IsHoliday,IsDayAfterHoliday,IsDisaster,IsDayAfterDisaster,Temperature,PriceOfGas,CurrentCPI,year,month,day
3,4,Springville,839.1824755313256,False,False,False,False,19.26,2.36,206.38,2020,10,29
3,4,Orem,2527.6937882423454,False,False,False,False,56.8,2.05,226.86,2020,10,29
3,4,Lehi,991.2827827613161,False,False,False,False,60.69,2.19,175.92,2020,10,29
4,4,Provo,526.1117494256144,False,False,False,False,69.28,2.7,206.93,2020,10,30
4,4,Springville,1085.0222223831684,False,False,False,False,4.58,2.27,244.76,2020,10,30
4,4,Orem,2959.5132992565586,False,False,False,False,166.24,12.16,196.55,2020,10,30
4,4,Lehi,1400.9120191136715,False,False,False,False,103.38,5.85,202.73,2020,10,30
5,4,Provo,787.2456975607117,False,False,False,False,68.03,2.37,215.12,2020,10,31
5,4,Springville,1697.870927402001,False,False,False,False,63.29,2.4,222.11,2020,10,31
5,4,Orem,1732.8590478569338,False,False,False,False,78.31,3.72,214.96,2020,10,31
5,4,Lehi,1342.6650509087724,False,False,False,False,46.18,2.16,169.13,2020,10,31
6,4,Provo,1353.3846544670525,False,False,False,False,85.74,4.73,185.83,2020,11,1
6,4,Springville,831.6328745386496,False,False,False,False,89.18,4.72,209.11,2020,11,1
6,4,Orem,1001.8703909343625,False,False,False,False,82.36,3.6,149.05,2020,11,1
6,4,Lehi,1611.8085265014956,False,False,False,False,78.5,3.54,230.02,2020,11,1
0,4,Provo,464.46132581275214,False,False,False,False,88.84,4.5,171.68,2020,11,2
0,4,Springville,368.92169651963826,False,False,False,False,91.52,4.9,224.3,2020,11,2
0,4,Orem,1082.5495858897493,False,False,False,False,49.87,2.42,262.74,2020,11,2
0,4,Lehi,1424.2399153508889,False,False,False,False,81.46,3.95,203.46,2020,11,2
1,4,Provo,1619.5479592839847,False,False,False,False,18.89,2.15,211.83,2020,11,3
1,4,Springville,552.534776558598,False,False,False,False,57.37,2.38,212.4,2020,11,3
1,4,Orem,2752.494142854376,False,False,False,False,104.73,6.38,204.5,2020,11,3
1,4,Lehi,1825.7749090573022,False,False,False,False,101.31,6.04,190.45,2020,11,3
2,4,Provo,1637.4606509557927,False,False,False,False,86.88,4.36,223.14,2020,11,4
2,4,Springville,1455.140223683227,False,False,False,False,115.33,7.12,140.92,2020,11,4
2,4,Orem,635.9611846931793,False,False,False,False,26.97,2.03,211.78,2020,11,4
2,4,Lehi,1615.0567890202894,False,False,False,False,97.25,5.5,246.56,2020,11,4
3,4,Provo,937.8791102506578,False,False,False,False,40.12,2.49,269.13,2020,11,5
3,4,Springville,1537.9277818823543,False,False,False,False,-7.04,2.23,233.82,2020,11,5
3,4,Orem,931.7939440458767,False,False,False,False,62.21,2.06,232.39,2020,11,5
3,4,Lehi,831.4544481389942,False,False,False,False,152.33,11.14,209.14,2020,11,5
4,4,Provo,963.2128450724502,False,False,False,False,59.66,2.55,216.6,2020,11,6
4,4,Springville,1204.0590907182966,False,False,False,False,29.47,2.2,194.07,2020,11,6
4,4,Orem,1590.48303658318,False,False,False,False,11.13,2.27,230.12,2020,11,6
4,4,Lehi,1195.0266535522805,False,False,False,False,32.03,2.05,214.8,2020,11,6
5,4,Provo,1775.2918425826047,False,False,False,False,62.8,2.26,239.99,2020,11,7
5,4,Springville,1502.355644286245,False,False,False,False,54.96,2.13,195.59,2020,11,7
5,4,Orem,888.0422305168549,False,False,False,False,37.73,2.72,165.3,2020,11,7
5,4,Lehi,565.483829581815,False,False,False,False,40.86,2.02,193.06,2020,11,7
6,4,Provo,152.71351011872514,False,False,False,False,10.79,2.4,160.84,2020,11,8
6,4,Springville,735.7369570942805,False,False,False,False,54.17,2.46,204.73,2020,11,8
6,4,Orem,1600.2217470830224,False,False,False,False,26.57,2.25,253.71,2020,11,8
6,4,Lehi,1135.6083354635691,False,False,False,False,43.91,2.21,177.8,2020,11,8
0,4,Provo,708.8408352860705,False,False,False,False,-11.79,2.52,215.83,2020,11,9
0,4,Springville,1944.7855886195734,False,False,False,False,110.3,6.77,143.36,2020,11,9
0,4,Orem,836.999526209972,False,False,False,False,58.99,2.26,185.03,2020,11,9
0,4,Lehi,1168.1984229689413,False,False,False,False,12.97,2.4,180.02,2020,11,9
1,4,Provo,1573.9455009212668,False,False,False,False,24.55,1.92,186.9,2020,11,10
1,4,Springville,2081.432186957659,False,False,False,False,41.31,2.18,197.36,2020,11,10
1,4,Orem,1832.4007542950703,False,False,False,False,87.26,4.64,215.68,2020,11,10
1,4,Lehi,992.3194692336915,False,False,False,False,71.14,2.64,187.6,2020,11,10
2,4,Provo,1150.6499711595118,False,False,False,False,54.5,2.23,251.58,2020,11,11
2,4,Springville,777.7251961287691,False,False,False,False,70.68,2.97,142.74,2020,11,11
2,4,Orem,1039.751303019817,False,False,False,False,20.53,2.24,196.24,2020,11,11
2,4,Lehi,1921.5689044546857,False,False,False,False,103.11,6.05,144.71,2020,11,11
3,4,Provo,1468.6057054907005,False,False,False,False,110.6,6.62,203.55,2020,11,12
3,4,Springville,1117.8437972090485,False,False,False,False,91.49,5.22,213.84,2020,11,12
3,4,Orem,2165.918842786583,False,False,False,False,84.46,4.33,176.41,2020,11,12
3,4,Lehi,1116.4585368956496,False,False,False,False,112.77,7.37,205.46,2020,11,12
4,4,Provo,2162.8882847294594,False,False,False,False,77.11,3.63,154.3,2020,11,13
4,4,Springville,800.9598188160749,False,False,False,False,69.46,2.74,177.83,2020,11,13
4,4,Orem,1441.4526282258369,False,False,False,False,80.75,3.99,224.12,2020,11,13
4,4,Lehi,1495.316409574149,False,False,False,False,51.4,2.33,208.08,2020,11,13
5,4,Provo,1966.9165303773157,False,False,False,False,74.79,2.94,182.57,2020,11,14
5,4,Springville,761.978480943598,False,False,False,False,40.06,2.34,217.48,2020,11,14
5,4,Orem,1216.891047552142,False,False,False,False,63.69,2.17,177.9,2020,11,14
5,4,Lehi,1182.6595360637596,False,False,False,False,41.09,1.98,242.0,2020,11,14
6,4,Provo,408.3409252678026,False,False,False,False,39.27,2.3,206.3,2020,11,15
6,4,Springville,1555.0989717201933,False,False,False,False,88.7,4.36,177.91,2020,11,15
6,4,Orem,1283.2931273538243,False,False,False,False,94.1,5.34,181.55,2020,11,15
6,4,Lehi,1670.040422205364,False,False,False,False,85.9,4.08,188.22,2020,11,15
0,4,Provo,769.068574072211,False,False,False,False,33.63,2.18,169.77,2020,11,16
0,4,Springville,948.5333637070939,False,False,False,False,5.54,1.92,233.5,2020,11,16
0,4,Orem,521.123284921364,False,False,False,False,56.9,2.48,184.19,2020,11,16
0,4,Lehi,669.9762330584447,False,False,False,False,98.06,5.48,172.28,2020,11,16
1,4,Provo,804.606210129717,False,False,False,False,36.74,2.44,200.32,2020,11,17
1,4,Springville,1370.1535684626283,False,False,False,False,11.0,2.14,182.85,2020,11,17
1,4,Orem,1883.3877492592703,False,False,False,False,65.51,2.62,146.7,2020,11,17
1,4,Lehi,980.6603851981724,False,False,False,False,68.93,2.68,193.73,2020,11,17
2,4,Provo,1309.1611308302695,False,False,False,False,34.76,1.92,190.67,2020,11,18
2,4,Springville,771.5990468789255,False,False,False,False,17.81,2.54,184.67,2020,11,18
2,4,Orem,1853.8961424093904,False,False,False,False,61.72,2.13,190.46,2020,11,18
2,4,Lehi,842.5557003882175,False,False,False,False,83.97,4.26,207.78,2020,11,18
3,4,Provo,906.2826135603425,False,False,False,False,46.72,1.97,193.52,2020,11,19
3,4,Springville,1796.1279609093215,False,False,False,False,22.17,2.53,180.02,2020,11,19
3,4,Orem,1298.62206657929,False,False,False,False,37.32,2.72,147.8,2020,11,19
3,4,Lehi,295.2855389646084,False,False,False,False,68.34,2.51,220.59,2020,11,19
4,4,Provo,761.5513091900438,False,False,False,False,90.83,4.72,216.67,2020,11,20
4,4,Springville,621.9961753557716,False,False,False,False,60.02,2.25,197.3,2020,11,20
4,4,Orem,1214.4361166826527,False,False,False,False,61.75,1.97,224.44,2020,11,20
4,4,Lehi,1935.3196596575322,False,False,False,False,105.02,6.16,231.78,2020,11,20
5,4,Provo,571.4712081422601,False,False,False,False,18.16,2.02,198.94,2020,11,21
5,4,Springville,1191.3143769950975,False,False,False,False,30.6,2.18,221.17,2020,11,21
5,4,Orem,625.0331721385411,False,False,False,False,49.85,2.33,187.23,2020,11,21
5,4,Lehi,498.7685492900448,False,False,False,False,59.63,2.62,151.31,2020,11,21
6,4,Provo,1465.4913006253294,False,False,False,False,0.44,2.33,179.64,2020,11,22
6,4,Springville,1009.4396718805308,False,False,False,False,76.49,3.8,182.94,2020,11,22
6,4,Orem,505.30754105272086,False,False,False,False,35.06,2.34,173.32,2020,11,22
6,4,Lehi,1458.9748150210419,False,False,False,False,50.25,2.48,198.57,2020,11,22
0,4,Provo,1495.8493808175024,False,False,False,False,120.25,7.92,210.79,2020,11,23
0,4,Springville,1460.819389437677,False,False,False,False,86.96,4.36,163.07,2020,11,23
0,4,Orem,1139.0396068085734,False,False,False,False,75.83,3.18,141.57,2020,11,23
0,4,Lehi,1451.3077523541876,False,False,False,False,85.94,4.36,227.84,2020,11,23
1,4,Provo,1159.2922577762304,False,False,False,False,86.11,4.31,251.12,2020,11,24
1,4,Springville,1773.5561055048058,False,False,False,False,107.33,6.85,182.64,2020,11,24
1,4,Orem,852.1769846291513,False,False,False,False,108.05,6.76,227.46,2020,11,24
1,4,Lehi,1673.9001122946947,False,False,False,False,43.87,1.86,168.15,2020,11,24
2,4,Provo,709.2791508171105,False,False,False,False,53.67,2.31,187.92,2020,11,25
2,4,Springville,1445.8011344028332,False,False,False,False,33.74,1.89,244.85,2020,11,25
2,4,Orem,836.4521381002271,False,False,False,False,103.54,6.37,208.85,2020,11,25
2,4,Lehi,1907.9803392121905,False,False,False,False,70.48,3.11,182.61,2020,11,25
3,4,Provo,1934.0517584425704,False,False,False,False,96.64,5.08,173.41,2020,11,26
3,4,Springville,217.45120980515424,False,False,False,False,84.62,4.39,212.6,2020,11,26
3,4,Orem,1340.6163972424815,False,False,False,False,45.07,2.17,183.63,2020,11,26
3,4,Lehi,633.5702873012912,False,False,False,False,53.52,2.52,202.93,2020,11,26
4,4,Provo,2205.9028587886683,False,False,False,False,112.22,7.21,207.51,2020,11,27
4,4,Springville,1720.9528492424377,False,False,False,False,63.62,2.48,193.83,2020,11,27
4,4,Orem,1309.8691778844172,False,False,False,False,41.03,2.36,187.94,2020,11,27
4,4,Lehi,293.31188359633046,False,False,False,False,57.27,2.36,192.36,2020,11,27
5,4,Provo,636.5848146357962,False,False,False,False,105.87,6.16,192.31,2020,11,28
5,4,Springville,745.9117752066885,False,False,False,False,56.86,2.08,162.27,2020,11,28
5,4,Orem,708.2564711389308,False,False,False,False,42.48,2.52,157.41,2020,11,28
5,4,Lehi,939.1759915962986,False,False,False,False,69.57,2.56,195.95,2020,11,28
6,4,Provo,946.6966120207085,False,False,False,False,44.47,2.42,234.47,2020,11,29
6,4,Springville,1758.6257957568369,False,False,False,False,73.1,3.03,170.29,2020,11,29
6,4,Orem,513.151680682873,False,False,False,False,82.61,4.11,219.47,2020,11,29
6,4,Lehi,483.9520904725399,False,False,False,False,49.53,2.12,193.55,2020,11,29
0,4,Provo,1290.0293744749326,False,False,False,False,82.32,4.0,182.8,2020,11,30
0,4,Springville,2556.837389636541,False,False,False,False,113.43,7.05,233.45,2020,11,30
0,4,Orem,1574.510408953064,False,False,False,False,100.08,5.81,200.73,2020,11,30
0,4,Lehi,1531.2987099470815,False,False,False,False,63.19,2.55,178.69,2020,11,30
1,4,Provo,1577.9668662737436,False,False,False,False,79.46,3.65,205.73,2020,12,1
1,4,Springville,1899.6018134023725,False,False,False,False,63.99,2.26,166.76,2020,12,1
1,4,Orem,1389.3321886546819,False,False,False,False,131.54,9.29,212.92,2020,12,1
1,4,Lehi,1322.459830865251,False,False,False,False,86.79,4.54,187.03,2020,12,1
2,4,Provo,1219.0110317878466,False,False,False,False,39.33,2.41,183.02,2020,12,2
2,4,Springville,2441.9789836258515,False,False,False,False,29.48,2.44,234.23,2020,12,2
2,4,Orem,737.5949158255892,False,False,False,False,90.27,5.11,192.72,2020,12,2
2,4,Lehi,232.45443248680087,False,False,False,False,48.3,2.36,202.41,2020,12,2
3,4,Provo,1172.3637071643557,False,False,False,False,6.21,1.82,174.13,2020,12,3
3,4,Springville,1243.3793704071768,False,False,False,False,45.38,2.44,177.12,2020,12,3
3,4,Orem,1178.9792570234483,False,False,False,False,84.64,3.78,217.75,2020,12,3
3,4,Lehi,1024.411711795037,False,False,False,False,100.73,5.55,222.8,2020,12,3
4,4,Provo,1187.3622800448886,False,False,False,False,20.06,2.42,218.98,2020,12,4
4,4,Springville,1728.9720041837097,False,False,False,False,39.72,2.4,219.36,2020,12,4
4,4,Orem,1025.7939376483073,False,False,False,False,43.76,2.14,183.72,2020,12,4
4,4,Lehi,315.950168597251,False,False,False,False,64.8,2.49,250.86,2020,12,4
5,4,Provo,1146.322799919036,False,False,False,False,31.36,2.43,236.18,2020,12,5
5,4,Springville,781.8321466054654,False,False,False,False,92.81,5.23,193.1,2020,12,5
5,4,Orem,845.9378870787735,False,False,False,False,44.85,1.74,217.95,2020,12,5
5,4,Lehi,1133.5475719100118,False,False,False,False,80.01,3.76,225.08,2020,12,5
6,4,Provo,1981.5360571308045,False,False,False,False,114.45,7.08,154.02,2020,12,6
6,4,Springville,533.8714608851942,False,False,False,False,74.23,2.9,184.26,2020,12,6
6,4,Orem,2137.3547233591225,False,False,False,False,74.66,2.85,230.42,2020,12,6
6,4,Lehi,647.5486116325038,False,False,False,False,68.98,2.71,230.71,2020,12,6
0,4,Provo,1550.0710523906828,False,False,False,False,52.01,2.4,208.23,2020,12,7
0,4,Springville,1020.068273014364,False,False,False,False,58.41,2.28,196.85,2020,12,7
0,4,Orem,1366.4169803552727,False,False,False,False,87.16,4.07,180.52,2020,12,7
0,4,Lehi,1283.8438491882796,False,False,False,False,53.49,2.21,143.24,2020,12,7
1,4,Provo,437.21322572134284,False,False,False,False,110.85,6.76,190.66,2020,12,8
1,4,Springville,1312.873034895398,False,False,False,False,102.77,5.88,199.77,2020,12,8
1,4,Orem,1481.6573902940688,False,False,False,False,98.27,5.67,200.02,2020,12,8
1,4,Lehi,73.48788087003095,False,False,False,False,66.11,2.47,235.6,2020,12,8
2,4,Provo,544.1261822330147,False,False,False,False,41.69,2.53,202.6,2020,12,9
2,4,Springville,984.9052908640367,False,False,False,False,8.38,2.43,193.97,2020,12,9
2,4,Orem,1337.3205862714583,False,False,False,False,34.67,2.12,174.43,2020,12,9
2,4,Lehi,288.7282408496653,False,False,False,False,68.13,2.58,219.85,2020,12,9
3,4,Provo,1907.3615898727064,False,False,False,False,15.94,2.16,232.61,2020,12,10
3,4,Springville,1420.5223785847365,False,False,False,False,68.31,2.58,199.63,2020,12,10
3,4,Orem,1090.4210509765346,False,False,False,False,86.59,4.55,181.88,2020,12,10
3,4,Lehi,1279.8217565192854,False,False,False,False,78.9,3.39,213.9,2020,12,10
4,4,Provo,483.0630385067163,False,False,False,False,71.36,2.98,218.51,2020,12,11
4,4,Springville,1643.4789649279023,False,False,False,False,42.14,1.96,221.24,2020,12,11
4,4,Orem,1778.7457114598817,False,False,False,False,32.69,2.33,208.92,2020,12,11
4,4,Lehi,685.2435863168104,False,False,False,False,48.91,2.61,198.8,2020,12,11
5,4,Provo,1660.2810987851942,False,False,False,False,121.7,8.21,222.14,2020,12,12
5,4,Springville,1769.6523718931437,False,False,False,False,72.48,3.16,180.49,2020,12,12
5,4,Orem,361.25125246435795,False,False,False,False,88.5,4.41,245.85,2020,12,12
5,4,Lehi,1865.060100244678,False,False,False,False,86.82,5.0,167.67,2020,12,12
6,4,Provo,112.4040610226217,False,False,False,False,46.93,2.12,223.51,2020,12,13
6,4,Springville,987.4576430357156,False,False,False,False,29.29,2.21,172.86,2020,12,13
6,4,Orem,0.0,False,False,False,False,70.38,2.88,202.78,2020,12,13
6,4,Lehi,964.8665479136231,False,False,False,False,30.19,2.45,201.86,2020,12,13
0,4,Provo,1029.7456782542017,False,False,False,False,34.47,2.21,162.16,2020,12,14
0,4,Springville,2564.1492737399694,False,False,False,False,109.14,6.76,172.33,2020,12,14
0,4,Orem,1786.3781538694973,False,False,False,False,48.99,2.13,162.84,2020,12,14
0,4,Lehi,1284.2110824128779,False,False,False,False,81.49,3.89,211.05,2020,12,14
1,4,Provo,0.0,False,False,False,False,110.12,6.69,231.47,2020,12,15
1,4,Springville,119.41621446723003,False,False,False,False,48.83,2.65,254.77,2020,12,15
1,4,Orem,1301.6913032765858,False,False,False,False,52.08,2.19,171.07,2020,12,15
1,4,Lehi,1131.5959773564007,False,False,False,False,50.14,2.46,222.79,2020,12,15
2,4,Provo,792.3447896311989,False,False,False,False,131.33,8.99,186.54,2020,12,16
2,4,Springville,1616.4097342601472,False,False,False,False,67.49,2.63,224.41,2020,12,16
2,4,Orem,1221.9529087580058,False,False,False,False,32.16,2.64,183.6,2020,12,16
2,4,Lehi,1720.251580517353,False,False,False,False,106.9,6.04,260.3,2020,12,16
3,4,Provo,166.1189742910647,False,False,False,False,91.05,4.56,198.26,2020,12,17
3,4,Springville,942.6249646717094,False,False,False,False,-9.2,2.37,203.28,2020,12,17
3,4,Orem,1852.6049272805035,False,False,False,False,100.34,5.51,224.98,2020,12,17
3,4,Lehi,1333.6405947961937,False,False,False,False,53.3,2.51,215.01,2020,12,17
4,4,Provo,1808.3536137114838,False,False,False,False,48.28,2.32,202.99,2020,12,18
4,4,Springville,733.1408558937643,False,False,False,False,40.68,2.43,161.97,2020,12,18
4,4,Orem,712.2285850964024,False,False,False,False,46.32,1.91,187.65,2020,12,18
4,4,Lehi,4.669338465214793,False,False,False,False,37.15,2.36,195.07,2020,12,18
5,4,Provo,1094.8745453819506,False,False,False,False,12.75,1.87,199.39,2020,12,19
5,4,Springville,1029.3918396398112,False,False,False,False,58.08,2.38,174.86,2020,12,19
5,4,Orem,731.1722022699706,False,False,False,False,80.29,3.71,157.72,2020,12,19
5,4,Lehi,915.5955591853418,False,False,False,False,48.65,2.51,215.76,2020,12,19
6,4,Provo,1872.0412491937705,False,False,False,False,84.64,3.89,203.3,2020,12,20
6,4,Springville,1699.7064387870046,False,False,False,False,25.19,2.01,170.06,2020,12,20
6,4,Orem,1515.5811219640486,False,False,False,False,51.54,2.02,184.81,2020,12,20
6,4,Lehi,83.31159213611403,False,False,False,False,96.02,5.26,168.2,2020,12,20
0,4,Provo,823.8858388329717,False,False,False,False,81.5,3.52,165.61,2020,12,21
0,4,Springville,1803.099073627244,False,False,False,False,59.07,2.25,217.49,2020,12,21
0,4,Orem,1427.443344697339,False,False,False,False,105.72,6.21,199.46,2020,12,21
0,4,Lehi,1148.5673382802086,False,False,False,False,105.66,6.77,208.58,2020,12,21
1,4,Provo,1293.6816735374632,False,False,False,False,51.53,2.14,163.82,2020,12,22
1,4,Springville,443.1945131505703,False,False,False,False,100.75,5.58,215.86,2020,12,22
1,4,Orem,109.5689218645889,False,False,False,False,31.0,2.12,224.4,2020,12,22
1,4,Lehi,296.2888032598468,False,False,False,False,17.74,2.26,185.02,2020,12,22
2,4,Provo,1304.2565788187117,False,False,False,False,112.15,6.85,249.78,2020,12,23
2,4,Springville,1689.6552729725574,False,False,False,False,69.36,2.43,188.57,2020,12,23
2,4,Orem,1051.5181581615877,False,False,False,False,55.02,2.21,203.88,2020,12,23
2,4,Lehi,877.1179368005113,False,False,False,False,70.25,2.86,220.34,2020,12,23
3,4,Provo,1665.5893505100266,False,False,False,False,67.57,2.79,220.3,2020,12,24
3,4,Springville,1204.2985046242209,False,False,False,False,94.19,5.09,170.77,2020,12,24
3,4,Orem,1649.2000810770942,False,False,False,False,84.66,4.3,192.0,2020,12,24
3,4,Lehi,621.8636058196536,False,False,False,False,75.01,2.99,176.99,2020,12,24
4,4,Provo,1861.1838860656908,True,False,False,False,80.79,3.79,225.98,2020,12,25
4,4,Springville,1208.5206911503903,True,False,False,False,14.56,2.22,209.72,2020,12,25
4,4,Orem,1441.0965485046527,True,False,False,False,47.38,1.94,193.4,2020,12,25
4,4,Lehi,1332.369529248394,True,False,False,False,72.81,3.13,182.26,2020,12,25
5,4,Provo,485.97797641777345,False,True,False,False,99.75,5.7,198.68,2020,12,26
5,4,Springville,23.37920329212337,False,True,False,False,100.67,5.97,221.32,2020,12,26
5,4,Orem,505.20557387231503,False,True,False,False,64.72,2.74,259.69,2020,12,26
5,4,Lehi,991.7218525671198,False,True,False,False,74.47,3.29,178.55,2020,12,26
6,4,Provo,1120.0839104631207,False,False,False,False,40.23,2.15,214.13,2020,12,27
6,4,Springville,1922.2709600600779,False,False,False,False,95.18,5.18,176.0,2020,12,27
6,4,Orem,1249.9839837049178,False,False,False,False,68.92,2.48,183.47,2020,12,27
6,4,Lehi,0.0,False,False,False,False,16.16,2.64,204.9,2020,12,27
0,4,Provo,505.6295478910641,False,False,False,False,77.34,3.31,226.3,2020,12,28
0,4,Springville,1751.6553004995098,False,False,False,False,44.49,2.7,214.09,2020,12,28
0,4,Orem,1067.9018472876621,False,False,False,False,49.09,2.02,207.81,2020,12,28
0,4,Lehi,2281.4079105798314,False,False,False,False,139.4,9.65,205.06,2020,12,28
1,4,Provo,1148.0313621343364,False,False,False,False,53.14,2.77,141.59,2020,12,29
1,4,Springville,1949.5096106952872,False,False,False,False,101.43,6.26,231.52,2020,12,29
1,4,Orem,1201.3822572789422,False,False,False,False,90.91,4.81,212.92,2020,12,29
1,4,Lehi,1379.7695261550875,False,False,False,False,68.58,2.83,203.17,2020,12,29
2,4,Provo,1507.0458555076152,False,False,False,False,99.13,5.61,182.59,2020,12,30
2,4,Springville,959.0939637254921,False,False,False,False,64.11,2.7,262.83,2020,12,30
2,4,Orem,214.78251632604724,False,False,False,False,50.8,2.26,161.28,2020,12,30
2,4,Lehi,2483.407304489205,False,False,False,False,67.08,2.39,151.76,2020,12,30
3,4,Provo,756.1489088758119,False,False,False,False,101.09,6.26,207.68,2020,12,31
3,4,Springville,837.2219089674543,False,False,False,False,18.59,2.28,164.22,2020,12,31
3,4,Orem,868.394687849961,False,False,False,False,96.25,5.06,188.32,2020,12,31
3,4,Lehi,924.3639697589825,False,False,False,False,73.78,3.37,184.58,2020,12,31
4,1,Provo,1762.7317833001337,False,False,False,False,32.73,2.22,175.7,2021,1,1
4,1,Springville,738.4508770217747,False,False,False,False,39.68,1.9,192.13,2021,1,1
4,1,Orem,728.6471742468092,False,False,False,False,77.79,3.49,207.02,2021,1,1
4,1,Lehi,2163.617182912314,False,False,False,False,80.27,4.12,228.13,2021,1,1
5,1,Provo,752.4482829520365,False,False,False,False,98.18,5.66,226.73,2021,1,2
5,1,Springville,102.70337652083873,False,False,False,False,127.4,8.55,215.44,2021,1,2
5,1,Orem,1378.6758827171104,False,False,False,False,95.98,5.17,186.37,2021,1,2
5,1,Lehi,463.71706228006957,False,False,False,False,89.68,4.7,208.82,2021,1,2
6,1,Provo,1793.7547940502777,False,False,False,False,32.2,2.1,173.23,2021,1,3
6,1,Springville,912.9968192631401,False,False,False,False,37.47,2.34,185.84,2021,1,3
6,1,Orem,1004.4130989356622,False,False,False,False,115.31,7.5,221.61,2021,1,3
6,1,Lehi,1230.291376500848,False,False,False,False,68.52,2.63,258.44,2021,1,3
0,1,Provo,1039.7221167235855,False,False,False,False,55.76,2.17,227.68,2021,1,4
0,1,Springville,1188.2444583431068,False,False,False,False,45.25,2.18,177.69,2021,1,4
0,1,Orem,1999.8700691265763,False,False,False,False,45.3,1.92,208.91,2021,1,4
0,1,Lehi,924.129862340851,False,False,False,False,77.76,3.45,204.46,2021,1,4
1,1,Provo,1083.6069422000926,False,False,False,False,52.03,2.22,217.49,2021,1,5
1,1,Springville,1654.4354797414537,False,False,False,False,85.92,4.08,229.25,2021,1,5
1,1,Orem,345.49734793627783,False,False,False,False,63.27,1.85,180.7,2021,1,5
1,1,Lehi,1208.899336689672,False,False,False,False,55.15,2.4,209.72,2021,1,5
2,1,Provo,528.7687920425406,False,False,False,False,5.03,2.19,176.26,2021,1,6
2,1,Springville,948.0705027111021,False,False,False,False,89.41,4.57,185.35,2021,1,6
2,1,Orem,730.1204038147871,False,False,False,False,79.27,3.71,177.55,2021,1,6
2,1,Lehi,549.5868679434775,False,False,False,False,68.91,2.62,215.25,2021,1,6
3,1,Provo,2702.88610593173,False,False,False,False,106.13,6.09,239.42,2021,1,7
3,1,Springville,722.1231014811565,False,False,False,False,62.49,2.09,199.46,2021,1,7
3,1,Orem,1241.5585706050847,False,False,False,False,93.21,4.98,210.36,2021,1,7
3,1,Lehi,1862.6984377344286,False,False,False,False,65.22,2.74,213.85,2021,1,7
4,1,Provo,602.482158539935,False,False,False,False,19.24,2.45,195.54,2021,1,8
4,1,Springville,959.6926608801095,False,False,False,False,0.53,2.21,201.62,2021,1,8
4,1,Orem,1605.1976934165955,False,False,False,False,72.34,3.21,195.94,2021,1,8
4,1,Lehi,0.0,False,False,False,False,77.03,2.98,195.98,2021,1,8
5,1,Provo,1055.0288407843261,False,False,False,False,24.26,2.57,194.86,2021,1,9
5,1,Springville,1515.15479695758,False,False,False,False,84.6,4.35,193.49,2021,1,9
5,1,Orem,1848.6077465721157,False,False,False,False,77.1,3.44,191.53,2021,1,9
5,1,Lehi,881.5647334589296,False,False,False,False,87.66,4.36,176.61,2021,1,9
6,1,Provo,867.2649273016044,False,False,False,False,25.84,2.45,214.58,2021,1,10
6,1,Springville,1130.652227562914,False,False,False,False,71.11,2.69,186.29,2021,1,10
6,1,Orem,2136.417128389897,False,False,False,False,112.89,7.39,199.56,2021,1,10
6,1,Lehi,775.8025638978746,False,False,False,False,3.33,1.93,233.76,2021,1,10
0,1,Provo,1232.9368713609786,False,False,False,False,61.36,1.98,212.39,2021,1,11
0,1,Springville,1054.0040736256817,False,False,False,False,73.7,3.06,205.98,2021,1,11
0,1,Orem,573.1007290951101,False,False,False,False,69.0,2.63,184.45,2021,1,11
0,1,Lehi,738.2830798068983,False,False,False,False,62.34,2.1,204.18,2021,1,11
1,1,Provo,1991.3801632861243,False,False,False,False,96.16,5.23,184.84,2021,1,12
1,1,Springville,281.86072265331745,False,False,False,False,14.52,2.39,192.93,2021,1,12
1,1,Orem,1031.1139433825003,False,False,False,False,75.78,3.2,190.68,2021,1,12
1,1,Lehi,361.90338359370423,False,False,False,False,47.91,2.15,218.32,2021,1,12
2,1,Provo,1383.6035541156323,False,False,False,False,52.97,1.95,251.4,2021,1,13
2,1,Springville,645.0988340298095,False,False,False,False,93.75,5.08,187.36,2021,1,13
2,1,Orem,874.0102902434771,False,False,False,False,60.34,2.56,212.69,2021,1,13
2,1,Lehi,1559.6045277299072,False,False,False,False,59.16,2.58,176.38,2021,1,13
3,1,Provo,1327.9912838566001,False,False,False,False,105.18,6.12,176.98,2021,1,14
3,1,Springville,243.37404136209318,False,False,False,False,79.75,3.78,200.14,2021,1,14
3,1,Orem,1558.2866378094254,False,False,False,False,41.78,2.13,186.66,2021,1,14
3,1,Lehi,608.2901963619057,False,False,False,False,79.02,3.76,205.26,2021,1,14
4,1,Provo,141.16248473717687,False,False,False,False,62.8,2.58,221.31,2021,1,15
4,1,Springville,1266.6156707951593,False,False,False,False,50.75,2.43,230.49,2021,1,15
4,1,Orem,887.4278423178014,False,False,False,False,15.1,2.37,246.49,2021,1,15
4,1,Lehi,1280.5820872411841,False,False,False,False,47.43,2.08,167.43,2021,1,15
5,1,Provo,1867.5042484875985,False,False,False,False,64.95,2.17,227.55,2021,1,16
5,1,Springville,649.1619663044528,False,False,False,False,59.67,2.53,146.22,2021,1,16
5,1,Orem,1612.7883476360332,False,False,False,False,75.9,3.29,199.59,2021,1,16
